,article_id,event,slant,title,url,extractor_name,entity_list,prompt,model,temperature,llm_cache_key,generated_at,framing_output
10,98164cf3fbac5fb301c82c024b36b144,bad_bunny,center,Bad Bunny says he's losing sleep over the Super Bowl,https://www.bbc.com/news/articles/clyzwd2n75no,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,d09d179c1a65dbf5577c37108d246a0d,2026-06-02T20:06:11.323749+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Superbowl viewers'}"
11,183dde5b9bbfb34aab0df7209afbba67,bad_bunny,center,"White House: ‘No tangible plan’ for ICE at Super Bowl, where Bad Bunny will perform",https://thehill.com/blogs/in-the-know/5537460-white-house-bad-bunny-super-bowl-ice-raids/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,d9fcc022b8d7ba930ed4ad79421461f3,2026-06-02T20:06:12.274465+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
12,0a570b03faf56d56242d62729eaea3bc,bad_bunny,center,Who was the young boy in Bad Bunny’s halftime show?,https://thehill.com/homenews/nexstar_media_wire/5729180-who-was-the-young-boy-in-bad-bunnys-halftime-show/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,d953c8fb23db1306ef0c73a49a8c640c,2026-06-02T20:06:14.037258+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
13,2148f29482774bb978abf7e5f45d03dd,bad_bunny,center,Did Bad Bunny lip sync during the Super Bowl halftime show?,https://thehill.com/homenews/nexstar_media_wire/5728932-is-bad-bunny-lip-syncing-during-the-super-bowl-halftime-show-look-for-these-clues/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,ce03a6ec471e2e285cf435929e3fce12,2026-06-02T20:06:15.017636+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Superbowl viewers'}"
14,618d1152458b5f5345ffcb0aea109f85,bad_bunny,center,5 takeaways from Bad Bunny’s Super Bowl halftime performance,https://thehill.com/blogs/in-the-know/5729123-bad-bunny-super-bowl-halftime/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,2e8747540e43a455eb4a59eaddd0ac55,2026-06-02T20:06:16.089667+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
15,0d053cad21ef8ca8a399e9a8e708dded,bad_bunny,center,Bad Bunny makes history as Trump criticises 'terrible' Super Bowl show,https://www.bbc.com/news/articles/c394g7nnzmzo,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,16b84c37f8e154d9f1912ac2e4b0cf07,2026-06-02T20:06:17.314076+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
16,c7d67d077aba592b9577066660c15767,bad_bunny,center,"Soft Power, Performed. Bad Bunny’s Super Bowl Power Play",https://www.forbes.com/sites/pennyabeywardena/2026/02/10/soft-power-performed-bad-bunnys-super-bowl-power-play/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,f6da726954117f98eb7b3327b027f662,2026-05-22T02:55:07.575547+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Superbowl viewers'}"
17,e85aa4cb7c86bd87443daa2fa619c814,bad_bunny,center,"Bad Bunny steers clear of politics, Trump rages after Super Bowl halftime show",https://thehill.com/homenews/5727171-bad-bunny-super-bowl-donald-trump/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,a0f137dd833752929769cbb9e0a7ffc8,2026-05-22T02:55:10.023687+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
18,73479abd149f8178ffc0ceeb84b99760,bad_bunny,center,Bad Bunny’s halftime show: Why did he perform on a utility pole?,https://thehill.com/blogs/in-the-know/5729747-super-bowl-bad-bunny-halftime-show-puerto-rico/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,da51beb944638a53bdaf278e0cf30338,2026-05-22T02:55:12.237606+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
19,0403bfe08cbac224d4e1664ea5d85d86,bad_bunny,center,Bad Bunny Uses Joy to Put Out Political Firestorm at Super Bowl Halftime,https://www.wsj.com/arts-culture/music/bad-bunny-uses-joy-to-put-out-political-firestorm-at-super-bowl-halftime-6df796e7,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,933e79111fe2b687030bad6870ae571e,2026-05-22T02:55:14.376311+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
20,ad8723b16a9a8bd71b1af55de7086fe0,bad_bunny,center,Bad Bunny takes the stage at the Super Bowl. He faces a polarized America.,https://www.csmonitor.com/World/Americas/2026/0207/bad-bunny-trump-super-bowl-kid-rock,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,143981c703ee90e3a56ddc65d769e29e,2026-05-22T02:55:16.523658+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
21,54cb62221064477e40448defa8b19a80,bad_bunny,center,Bad Bunny’s Puerto Rico flag had a special meaning. Did you notice?,https://thehill.com/homenews/nexstar_media_wire/5729905-bad-bunnys-puerto-rico-flag-had-a-special-meaning-did-you-notice/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,483447748bb9d53b66b3d8e824b401ee,2026-05-22T02:55:18.825044+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Latinx Americans'}"
22,07c36c415cc0640e4cacb0659e2e51c2,bad_bunny,center,Beyond Bad Bunny: Who else is performing at Super Bowl LX?,https://thehill.com/blogs/in-the-know/5720687-beyond-bad-bunny-who-else-is-performing-at-super-bowl-lx/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,6fb418ddd410e4c779d3d3fa5206f7ac,2026-05-22T02:55:20.751267+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
23,f329bbb4ac851ac8f75b5bb454214bfd,bad_bunny,center,"Johnson says Bad Bunny ‘terrible decision’ for Super Bowl, suggests Lee Greenwood",https://thehill.com/blogs/in-the-know/5544018-bad-bunny-super-bowl-mike-johnson/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,5fa17a0be3fb92d5771de3ef405454ca,2026-05-22T02:55:22.766615+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'NFL'}"
24,ba95faa45a5c30a47461c68b77160c22,bad_bunny,center,Bad Bunny To Be First Latin Male Artist To Headline Super Bowl LX In 2026,https://www.forbes.com/sites/dougmelville/2025/09/29/bad-bunny-to-be-first-latin-male-artist-to-headline-super-bowl-lx-in-2026/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,23993f5cee8892cadb4e33a5ad2480a2,2026-05-22T02:55:25.212629+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Latinx Americans'}"
25,cab95c595351547a8edc911dab2c9a6b,bad_bunny,center,Could Bad Bunny set off political fireworks at the Super Bowl half-time show?,https://www.bbc.com/news/articles/cd0y18g8g7ro,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,8dca5a365752e819538788fb66ce960c,2026-05-22T02:55:27.750606+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
26,f4975cb91b68a61189c8d6c2953c5631,bad_bunny,center,"Americans divided on Bad Bunny Super Bowl performance, new poll shows",https://thehill.com/homenews/media/5575006-bad-bunny-super-bowl-halftime-performance-poll/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,ad121b26a15d56c50609c736346fe0e5,2026-05-22T02:55:29.977584+00:00,"{'hero': 'Bad Bunny', 'villain': 'Republicans', 'victim': 'Bad Bunny'}"
27,ee37c15cb03039cb724482a5a1887d1f,bad_bunny,center,Carlos Santana hits back at rumor he opposed Bad Bunny Super Bowl show,https://thehill.com/homenews/5555816-carlos-santana-hits-back-at-rumor-he-opposed-bad-bunny-super-bowl-show/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,6f7ba9bcaaf68cb5e2c613b9d6b92521,2026-05-22T02:55:32.052492+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Bad Bunny'}"
28,da4ab9da3956d8b66619acfde7d3c7b9,bad_bunny,center,Super Bowl LX Ratings: 2nd Most-Watched Game Ever; Bad Bunny Draws 128.2 Million,https://www.forbes.com/sites/maurybrown/2026/02/10/super-bowl-lx-viewership-second-highest-all-time-bad-bunny-has-1282m-viewers/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,9daddfe504e3804ca25b5315f85cada4,2026-05-22T02:55:35.315317+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Superbowl viewers'}"
29,aff9a1e958f956fd62b07d140b065cad,bad_bunny,center,Celebrities And Media React To Bad Bunny’s Super Bowl Halftime Show,https://www.forbes.com/sites/laurasirikul/2026/02/09/celebrities-and-media-react-to-bad-bunnys-super-bowl-halftime-show/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,bdc47ecd3d49feac0ea4fb807401e6b5,2026-05-22T02:55:38.456697+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
30,bfa1277e9b837797e1653e7e5106c6a3,bad_bunny,center,Bad Bunny Steals The Show At The Super Bowl With A Culture-Defining Performance,https://www.forbes.com/sites/oliviashalhoup/2026/02/08/bad-bunny-steals-the-show-at-the-super-bowl-with-a-culture-defining-performance/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,b7f2c8d4fd3c22ab839ec7cc646c6c36,2026-05-22T02:55:40.232385+00:00,"{'hero': 'Bad Bunny', 'villain': 'Donald Trump', 'victim': 'Latinx Americans'}"
31,8a082e47290d333d27a55afd061aa1c0,bad_bunny,center,Every Song At Bad Bunny’s NFL Super Bowl 2026 Halftime Show: Meaning And Context,https://www.forbes.com/sites/hannahabraham/2026/02/08/every-song-at-bad-bunnys-nfl-super-bowl-2026-halftime-show/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,7a238186e95dd485420f9a58ebe1c3a1,2026-05-22T02:55:42.631709+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Latinx Americans'}"
32,96a5669c00bdf348121a9fe16a90ceab,bad_bunny,center,These Bad Bunny-Inspired Cocktails Are Perfect For Your Super Bowl Party,https://www.forbes.com/sites/carleyrojasavila/2026/02/02/these-bad-bunny-inspired-cocktails-are-perfect-for-your-super-bowl-party/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,2d24be9a0919fcb7a8e3c33bcb1e6e4a,2026-05-22T02:55:45.031153+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'Superbowl viewers'}"
33,e26333358a0092b8a7bc8d54bd840525,bad_bunny,center,Bad Bunny to perform Super Bowl LX halftime show,https://www.reuters.com/sports/bad-bunny-perform-super-bowl-lx-halftime-show--flm-2025-09-29/,hero_villain_victim,"['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']","You are a text annotation assistant. Identify the hero, villain, and victim in the text. Only choose from the provided entity list. If a role is absent, return 'None' for that role.

Entity list: ['Bad Bunny', 'Latinx Americans', 'Donald Trump', 'Republicans', 'NFL', 'Superbowl viewers']

Text:
REDACTED",gpt-5.4-mini,,d4ba0f3369affd08c00c122b9edfb42a,2026-05-22T02:55:48.543482+00:00,"{'hero': 'Bad Bunny', 'villain': 'None', 'victim': 'None'}"
