,event,matched_pair_id,pair_rank,frame_1_article_id,frame_2_article_id,frame_1_title,frame_2_title,frame_1_source,frame_2_source,frame_1_body,frame_2_body,frame_1_aligned_frame_1_score,frame_1_aligned_frame_2_score,frame_2_aligned_frame_1_score,frame_2_aligned_frame_2_score,frame_1_aligned_body_length,frame_2_aligned_body_length,length_gap,pair_alignment_strength
10,bad_bunny,c9ce4775f4e5b07a562a862b57b23c28,2,c7d67d077aba592b9577066660c15767,b6bef2a75c00dbd9d5c3f9e4944eb8fc,"Soft Power, Performed. Bad Bunny’s Super Bowl Power Play",Bad Bunny slammed for controversial Super Bowl halftime show decision that ‘encourages’ division,forbes,nypost,REDACTED,REDACTED,2,-2,-2,2,5586,5536,50,8.0
11,bad_bunny,0a3eaa20b6ae76f417c11f31dde606ba,3,920bace9cb36c47215a44a9f146ec97e,efcb9f92a5c847fdaaecfe4275788188,Bad Bunny as the Super Bowl halftime performer is an obvious - and subversive - choice,I Watched the “All-American” Super Bowl Halftime Show. It Was Even More Embarrassing Than You Imagined.,cnn,slate,REDACTED,REDACTED,2,-2,-2,2,5261,5075,186,8.0
12,bad_bunny,d0d2e16990316d4f5a406f283b4bfcd3,4,ee37c15cb03039cb724482a5a1887d1f,13a0cfbe516263b7f30cae6d211fe443,Carlos Santana hits back at rumor he opposed Bad Bunny Super Bowl show,Trump slams Bad Bunny’s Super Bowl halftime performance as ‘one of the worst’,thehill,thehill,REDACTED,REDACTED,2,-2,-2,2,2067,2289,222,8.0
13,bad_bunny,417bd8be1829a09d8b9a1561549f8e56,5,bb120103e7b937909dc54b43b0522ad9,9f24597c138533e3e3b0dbc9480f8f31,"Bad Bunny's Super Bowl LX Halftime Show: Surprise cameos, setlist and message to America",Bad Bunny’s Super Bowl halftime show blasted as ‘pornographic’ and ‘vulgar’ in wave of FCC complaints,thenationaldesk,nypost,REDACTED,REDACTED,2,-2,-2,1,2876,2812,64,7.0
14,bad_bunny,d378c86029dc6fdf480d130ffb92480a,6,2cbf9c3772a5c06d5aa09214ec243bf0,5ee65803b9d2b1ef5d8a0445c833c323,"Bad Bunny show caused spike in Spanish lessons, Duolingo says",Eric Dickerson goes on fiery Bad Bunny rant after controversial Super Bowl halftime choice,thehill,nypost,REDACTED,REDACTED,2,-2,-2,1,1709,1776,67,7.0
15,bad_bunny,8e8e39984c4007460484b9154b03be8a,7,e3dc556d6baa64b01b060530449eb41c,2fff1b7f5b88503c530b89eaa81e927a,Bad Bunny previews new details of Super Bowl halftime show,"Bad Bunny to Reportedly Push 'Queer Icons' During Super Bowl, TPUSA Halftime Show Still On",abcnews,cbn,REDACTED,REDACTED,1,-2,-2,2,3562,3632,70,7.0
16,bad_bunny,e2fadf23474094223526d17f2150dadf,8,b7a9a74063e3b8d0be7fd4d6677835b0,aa600ab08b140cedbd87ca9f2441906a,‘Made me feel proudly American’: stars react to Bad Bunny’s Super Bowl show,Bad Bunny and his Super Bowl halftime show just had a brush with the FCC: sources,theguardian,nypost,REDACTED,REDACTED,2,-2,-2,1,4801,4668,133,7.0
17,bad_bunny,44c9eb6f95b2a7b035985de665191f39,9,71200fb8ae8deee4b273b3331345458e,abe0342baa86a649e7ee31840704c953,Super Bowl and Bad Bunny miss US TV audience record but new mark set for social media,Brett Favre rips Bad Bunny as Super Bowl 2026 halftime choice,theguardian,nypost,REDACTED,REDACTED,2,-2,-2,1,2834,2567,267,7.0
18,bad_bunny,e881025761461d8d5965f5409b9faa70,10,89c3d0ba84db2745c1a2626c966cbbec,54a33c1d57b6e2015618e9796a651011,Some viewers absolutely slammed Bad Bunny’s Super Bowl halftime show and complained to the FCC,Tommy Tuberville says Super Bowl is 'getting more and more woke' with Bad Bunny's halftime show,foxnews,foxnews,REDACTED,REDACTED,1,-1,-2,2,2315,2313,2,6.0
19,bad_bunny,bd1afcd8e0714d59876892a7ddfa5b4d,11,183dde5b9bbfb34aab0df7209afbba67,17667b3383fa3e60cd8b398770619023,"White House: ‘No tangible plan’ for ICE at Super Bowl, where Bad Bunny will perform","Trump tells The Post he’s skipping the Super Bowl, slams halftime performers Bad Bunny and Green Day: ‘I’m anti-them’",thehill,nypost,REDACTED,REDACTED,1,-1,-2,2,1647,1679,32,6.0
20,bad_bunny,0a03099ca3c310604f3bd49d473bf508,12,54cb62221064477e40448defa8b19a80,584b79b64a81cdd3d95350e4987f1508,Bad Bunny’s Puerto Rico flag had a special meaning. Did you notice?,Trump slams Bad Bunny’s Super Bowl halftime show: ‘An affront to the Greatness of America’,thehill,nypost,REDACTED,REDACTED,1,-2,-2,1,2131,2193,62,6.0
21,bad_bunny,2db6d0b55dc35e2a764e1e8622d4031b,13,46c08caaeb6ebd335dee2bacbd18f530,799bdab4a4fa2f3c5cf95f32e79efb72,"Bad Bunny brought a tiny Brooklyn Latino bar to the Super Bowl stage, and it meant the world to me",Trump blasts Bad Bunny's Super Bowl LX halftime show as 'an affront to America',businessinsider,thenationaldesk,REDACTED,REDACTED,2,-2,-1,1,3397,3245,152,6.0
22,bad_bunny,814bb0a728b3487340c836d4c5222530,14,fb90f47ebe1896eadb4da8b6263cb7fb,2c7dc3c0f9d006128625c8f6b9194193,Bad Bunny will headline the 2026 Super Bowl halftime show,"Super Bowl featuring Bad Bunny halftime show draws 2,300+ FCC complaints",cbsnews,thehill,REDACTED,REDACTED,2,-2,-1,1,3052,2893,159,6.0
23,bad_bunny,47b34532d3542c9d9f7e846ebbf8c0d3,15,1e3b9e372562b06fbbf353819284a6b8,465eb34bdb1f4b2d5a3e9a7e643f030c,What Did Bad Bunny Say At The Super Bowl Halftime Show? Every Word He Spoke In English And Spanish,GOP Lawmaker Calls for Probe Into NFL and NBC Over ‘Indecent’ Bad Bunny Super Bowl Halftime Show,forbes,time,REDACTED,REDACTED,2,-1,-2,1,4118,3947,171,6.0
24,bad_bunny,58d30988175d1a8e1ebfdcc3008a5e85,16,9e455fd751fdf1b13afd632a1324fb7c,3c8d0f10aea5928e012b6b2f37a518bc,Why Bad Bunny’s Super Bowl performance means big business for the NFL,"Bad Bunny's Super Bowl halftime show ignites Trump's fury, divides viewers",newsnationnow,foxnews,REDACTED,REDACTED,2,-2,-1,1,3551,3763,212,6.0
25,bad_bunny,d7002389c0a45587aefeef50938a2a38,17,0a296a9b79b4c1a5181f6937782a4cdc,ccaac227be020fe5e66c203ea68b039b,Logan Paul distances himself from brother after Bad Bunny Super Bowl boycott tweet,A Forgettable Half-Time Show at a Forgettable Super Bowl,thenationaldesk,nationalreview,REDACTED,REDACTED,1,-1,-2,2,1547,1767,220,6.0
26,bad_bunny,fa81e54be5034996561f9ebbdbd169f0,18,fb097acf1acbf4d8101ca15d1c722d33,365ff51c79195200776d9f952a7d4d4d,‘It’s gonna be a huge party’: Bad Bunny set for Super Bowl stage as Trump skips event,"Hypocrite Bad Bunny is a controversial choice for the Super Bowl, but the NFL only sees the dollar signs",theguardian,nypost,REDACTED,REDACTED,1,-1,-2,2,4244,4004,240,6.0
27,bad_bunny,fda149effb4698e78305976ae6e79c3b,19,994cffcafe784ff14f1ecbbb3a31c690,f329bbb4ac851ac8f75b5bb454214bfd,Couple shown during Bad Bunny's Super Bowl halftime show got legally married during the performance: reports,"Johnson says Bad Bunny ‘terrible decision’ for Super Bowl, suggests Lee Greenwood",foxnews,thehill,REDACTED,REDACTED,1,-1,-2,2,1807,2087,280,6.0
28,bad_bunny,db0e1cc004f7c43a29dca6683ae24975,20,ba95faa45a5c30a47461c68b77160c22,97d5df05106f001fe66673af301e10cb,Bad Bunny To Be First Latin Male Artist To Headline Super Bowl LX In 2026,Turning Point USA's patriotic Super Bowl alternative earns praise as millions tune in over Bad Bunny,forbes,foxnews,REDACTED,REDACTED,2,-2,-1,1,3243,2961,282,6.0
29,bad_bunny,81351c3c48906f21369c7a7f5c7b7a42,21,f50f7ea7be65e63a850a59fb6202a598,bed5c9b7f6643f843e76a41a6800dcb3,Beloved LA taco shop makes surprise cameo in Bad Bunny’s half-time show,"ICE officers to attend Super Bowl after Bad Bunny announcement, Lewandowski says",theguardian,thehill,REDACTED,REDACTED,2,-2,-1,1,2787,2502,285,6.0
30,bad_bunny,03dc82c96605c20ea64725cf4170f583,22,c8c8caa8b5af44c381cc9f2e04a16eb7,6a48fc1a4db4f81eeb470c098b78e881,Trump Lashes Out at Bad Bunny's Historic Super Bowl Performance: 'One of the Worst Ever',"Trump to skip Super Bowl in California, criticizes performers Bad Bunny and Green Day",time,foxnews,REDACTED,REDACTED,1,-1,-2,1,2865,2767,98,5.0
31,bad_bunny,3b03883afcc5969d5662851bb00e1d18,23,9f8a10683140e08440878c425b06c63e,02d75967d16144d25d97761597ae0871,Bad Bunny’s Super Bowl Marketing Campaign Is Already Stealing The Show,Turning Point USA announces alternative Super Bowl LX halftime show after Bad Bunny selection,forbes,foxnews,REDACTED,REDACTED,1,-2,-1,1,2046,2169,123,5.0
32,bad_bunny,7799eb109bf448a9d6d9cfb998869dfb,24,cb7e65119adeab8c603dc586a19d5b82,2e3c49abd82fa2b84b56e3d1e89e221b,WWE star Logan Paul explains reason behind viral Bad Bunny reaction before Super Bowl,Trump slams ‘absolutely ridiculous’ decision to have Bad Bunny do Super Bowl halftime show,foxnews,nypost,REDACTED,REDACTED,1,-1,-2,1,2542,2372,170,5.0
33,bad_bunny,92bbe8fe16eb596c839cfb8f91f253ee,25,da4ab9da3956d8b66619acfde7d3c7b9,96475cae9483a6d7aee2881a396affbd,Super Bowl LX Ratings: 2nd Most-Watched Game Ever; Bad Bunny Draws 128.2 Million,Bad Bunny's ICE comments resurface as NFL fans debate selection of Super Bowl LX halftime show performer,forbes,foxnews,REDACTED,REDACTED,1,-2,-1,1,1663,1843,180,5.0
34,bad_bunny,b578e725c0f076629eac37724ca44368,26,578c72a2b6ddc3ac8b56ce456bc85641,8f04e6ee1a964b4f9531f6a4972ce891,Ex-NFL star wants Bad Bunny to 'unite people with music' during Super Bowl halftime show,Danica Patrick goes off on NFL for Bad Bunny Super Bowl halftime show,foxnews,nypost,REDACTED,REDACTED,1,-1,-2,1,1982,2184,202,5.0
35,bad_bunny,a62e2320654c6a81bf00a9cb876622e6,27,0a570b03faf56d56242d62729eaea3bc,b9c480c67cd32c3f70769f953d0d0eb5,Who was the young boy in Bad Bunny’s halftime show?,"Trump adviser slams Bad Bunny Super Bowl halftime show pick, warns ICE agents are ‘everywhere’",thehill,nypost,REDACTED,REDACTED,1,-1,-2,1,1735,1979,244,5.0
36,bad_bunny,38b84e93f55229df95c9c42f3f204ff7,28,8b1302ecbc990cf053efdaec1f3b275a,bceb3a62a72f4926c7a1a0178ae55d71,Did Bad Bunny burn the US flag - and other claims about his Super Bowl show,Bad Bunny’s elaborate Super Bowl halftime stage shines — but music goes down the rabbit hole,bbc,nypost,REDACTED,REDACTED,1,-2,-1,1,3600,3869,269,5.0
37,bad_bunny,813416f48e6f1c12c374cddccbb3c6e2,29,f91c3a23a32b89789cd03da4f17c98b6,59c7750c0266f48650740aa08fef327b,Bad Bunny pushes back on Kristi Noem threat that immigrants stay away from Super Bowl,Ex-ESPN star shares the 'disturbing' thing about Bad Bunny performing at Super Bowl LX,theguardian,foxnews,REDACTED,REDACTED,1,-2,-1,1,3107,2823,284,5.0
38,bad_bunny,fe34e157ef235ff35807f0c48de495bc,30,e26333358a0092b8a7bc8d54bd840525,8feaedf3e466b7c45927b883b67e400e,Bad Bunny to perform Super Bowl LX halftime show,"Trump advisor slams Bad Bunny Super Bowl halftime show pick, warns ICE agents are 'everywhere'",reuters,foxnews,REDACTED,REDACTED,2,0,-1,1,2426,2302,124,4.0
39,bad_bunny,42187e3c77f6cb8319af4a4dd470db4c,31,3ad0a2991f28cc7191ff26ad2a3414de,b307c7551059a150e42097ee14531386,Bad Bunny named Super Bowl performer after omitting US from world tour over ICE fears,Greene calls for English as official language after Bad Bunny urges fans to learn Spanish ahead of Super Bowl,thehill,foxnews,REDACTED,REDACTED,1,-1,-1,1,1828,2027,199,4.0
40,bad_bunny,d5c598ca02ab25a4de3b0d4594d7fa07,32,1c4e44e0a902e7ad97dc4af496cf2957,18a278246c5257ed6354dea16fcfb04f,"Approval of Bad Bunny Super Bowl show split along partisan lines, poll finds",Singer seemingly takes swipe at Bad Bunny's Super Bowl LX halftime show: 'They need me',politico,foxnews,REDACTED,REDACTED,1,-1,-1,1,1703,1994,291,4.0
41,charlie_kirk,36977fcae40ebdf1797ed438f27cf217,1,60e5f6b7cb0f43e673472e95e8162730,4ba6538841ddfb5bb1d4aad7ee18355e,EXCLUSIVE: FBI Investigating Social Media Accounts That Appeared To Indicate Foreknowledge of Kirk Assassination,Barrett: Kirk assassination shows ‘political discourse has soured beyond control’,freebeacon,thehill,REDACTED,REDACTED,1,-2,-2,1,2622,2553,69,6.0
42,charlie_kirk,b9d4ead029e2adc42e2e91ff3e1ef31d,2,cae58932ed7b2a33bea1256aea913eaf,c26533a362036b435f4f83912a69b8fa,Does the First Amendment protect you at work? Charlie Kirk critics are learning the answer,Charlie Kirk’s assassination leaves unanswered questions as investigators piece together gaps in case,thehill,foxnews,REDACTED,REDACTED,1,-2,-1,1,6502,6631,129,5.0
43,charlie_kirk,e4211214bfb40694bff833e99b374c59,3,769af9a7dbb5885faa41df7950623795,91394e495bde6275afaa7809d177d53f,FBI investigating leftist groups for possible ties to Charlie Kirk’s assassination: source,Suspect appears at initial hearing after charged in Charlie Kirk assassination,foxnews,thenationaldesk,REDACTED,REDACTED,1,-1,0,1,2102,2080,22,3.0
44,charlie_kirk,fffc440f6e1960d41f10fc7f09dd6684,4,7c34f94fd9bb74c2557f291b7e6180f6,54cec4ea5b18b2567922797542140d6e,Governor Cox: 'Social media is a cancer',Charlie Kirk Shooting Suspect Charged With Aggravated Murder—Prosecutors Seek Death Penalty,politico,forbes,REDACTED,REDACTED,1,0,-1,1,3392,3352,40,3.0
45,charlie_kirk,fda52f884b0e98991bdd159722052c78,5,c7cf7a983c7621b6f215acc89c8daaed,4d05c4c1825d8a8207d64e78dbb68acd,What we know about the Charlie Kirk shooting,'We knew the family': Utah town in disbelief after local resident accused of killing Charlie Kirk,thehill,bbc,REDACTED,REDACTED,1,-1,0,1,4888,4976,88,3.0
46,charlie_kirk,03ceabac835f8ba9824c399bd08f19f9,6,da6a729f79bd7257c41eaa01cbc5d5c3,2429489b4dc7798751c6c1ce6f30f7ba,Utah seeks death penalty against Charlie Kirk’s suspected killer,Who is Tyler Robinson? What we know about Charlie Kirk's suspected assassin,thehill,foxnews,REDACTED,REDACTED,1,-1,0,1,5876,5778,98,3.0
47,foreign_intelligence,dcc031aaf120c7ddef896850241bd972,1,72353c1c7de92a5f1d528172325f0ea8,1ee776470efa86548adb09a0056be754,Trump makes public call for clean 18-month FISA 702 extension,US Congress passes 10-day extension of surveillance law amid Republican infighting,thehill,theguardian,REDACTED,REDACTED,2,-2,-1,2,3775,3818,43,7.0
48,foreign_intelligence,ff37a763092fba84f52cc3136f28b5b1,2,9677b4db8ac287ba08b31d3192e8bcc8,c17e135fdbc453748474fe078ff701ca,"House punts Trump spy powers extension after conservatives block deal, forcing end-of-month showdown",Lawmakers Try To Insert Privacy Protections Into the Feds' Snooping Powers,foxnews,reason,REDACTED,REDACTED,1,-1,-2,2,5682,5576,106,6.0
49,foreign_intelligence,92938e474f65249a9e80bb244165c945,3,a5fd37acc85c35e603168ca70a4c03e5,e09862985d0b2e4d0fc48ed59e79aa42,"Republicans stare down a growing, neverending FISA crisis",Congress Still Has a Chance To Curb Section 702 Surveillance Abuses,politico,reason,REDACTED,REDACTED,1,-1,-2,2,6659,6778,119,6.0
50,foreign_intelligence,0f6783f1c0c3d774a5eae0275095da13,4,246591c891e51b74eda3a01604423117,f5d88bd8c364c5b07fc09b9fd1a8e66d,Trump signs renewal of surveillance powers amid uproar over memo,Jeffries says he’s ‘deeply skeptical’ of FISA extension without new privacy protections,thehill,thehill,REDACTED,REDACTED,1,-1,-2,1,3224,3249,25,5.0
51,foreign_intelligence,291c54df02541f1014b9ec9a809675a6,5,288463ae47a9f67ffecff9d142c5ccdb,cda62d73121dd85ad3c793c53aea6619,The privacy concerns at the heart of the FISA renewal debate,Fisa surveillance vote sparks fierce debate as Congress splits on warrantless monitoring,pbs,theguardian,REDACTED,REDACTED,1,-1,-1,2,8639,8612,27,5.0
52,foreign_intelligence,b579f86c27fcb884ae34c7c3c1ef44dd,6,28faeec29ab15726d7a9e9d77140ac65,0edb97fb6aebab94e10f6a1618a6928b,News Wrap: Senate approves short-term renewal of FISA surveillance program,Progressives say they’ll vote against warrantless spy power renewal,pbs,thehill,REDACTED,REDACTED,1,0,-2,2,5159,5111,48,5.0
53,foreign_intelligence,2065be4c0d357640c3d1660e7cbe2851,7,7e430461e258b5d4bb6f78c04cb7d73a,c749880c1a79e8d1dc04b13acdc45706,Senate unanimously clears FISA surveillance program extension after House late-night vote,Senators move to rein in foreign surveillance power,thenationaldesk,politico,REDACTED,REDACTED,1,-1,-2,1,3574,3626,52,5.0
54,foreign_intelligence,e213f0b8a7a143527b5c16069a0130a7,8,5b1220e49ceb81eb7a6d082da396316e,220f6553176b1d2dc82cf4d559abb7ac,"Trump urges Congress to pass clean extension of FISA, cites military action in Iran",Conservative FISA revolt poses fresh test for Speaker Johnson,washingtontimes,foxnews,REDACTED,REDACTED,1,-2,-1,1,4664,4513,151,5.0
55,foreign_intelligence,9b56207881ee9bb4bcf1f7bb9e1b70f0,9,f826683bcaea4ad68a0bf7d71942739e,d20ee87df01983d1feefdc393737af9c,Foreign Intelligence Surveillance Act Renewal,Controversial Surveillance Law Up for Renewal (Again) in April,c-span,reason,REDACTED,REDACTED,1,0,-2,2,6611,6786,175,5.0
56,foreign_intelligence,a82a563e9c28b6f8d63006060353909f,10,dc03fea643d687a71181d59b7b4dd2ac,e5550ec7195ecfd005f665372d407e71,House eyes clean FISA reauthorization vote that will be tricky,42 House Democrats Join GOP in Passing Warrantless Mass Surveillance Bill,thehill,truthout,REDACTED,REDACTED,1,0,-2,2,6571,6352,219,5.0
57,foreign_intelligence,752fc08ee85295c603939c3812dbefb1,11,cc727cf352e3c769571ba45b0a3a730a,022f24af27ea3259dbb4bba7d9c6c4dc,Congress passes 45-day extension of nation’s spy powers,House sinks Johnson-backed FISA renewal after Trump push,thehill,foxnews,REDACTED,REDACTED,1,-1,-1,1,3665,3630,35,4.0
58,foreign_intelligence,17edba9d2e6090c6c3b8255f90a3f07d,12,8b806b5f1981308e03b11f18002a23a8,7f56b983080a94df71f2f0d2b8dd198c,Capitol agenda: House hard,Trump says to 'kill' spying tool as House puts FISA future in doubt,politico,thenationaldesk,REDACTED,REDACTED,1,-1,-1,1,3695,3736,41,4.0
59,foreign_intelligence,2bbde127a766a367cc22b997ab99ebae,13,a345560aa4f056539758831623a53527,2c8a6cf39c538497eb489473cd8be7a6,FISA renewal’s long and winding road to passage in the House,"Republicans, White House considering warrant-related amendment in high-stakes FISA talks",thehill,politico,REDACTED,REDACTED,1,-1,-1,1,5376,5315,61,4.0
60,foreign_intelligence,bcdc7ba77206fe503f7897874e8772c5,14,5000341a8e71d7fc2207baa1e68775e0,8ed2761e46bb0c62f61445512a8241d1,Trump asks GOP to ‘unify’ ahead of vote on spy powers,President And Congress Extend FISA Wiretapping Act To 2017 [Updated],thehill,npr,REDACTED,REDACTED,1,-1,-1,1,3145,3222,77,4.0
61,foreign_intelligence,644fd5a6b4d847dcec0b68cf643ec520,15,2264077f10646c0c709529e563cac841,aa7569ac01c98be85f61a1b2c3354ab7,House intel mulls ‘Plan B’ of short-term 702 renewal amid looming FISA deadline,Trump tells Republicans he won’t extend surveillance law without FISA reforms,thehill,thehill,REDACTED,REDACTED,1,-1,-1,1,6324,6231,93,4.0
62,foreign_intelligence,66a5393224e5fd20c2b39a155cf5bb49,16,1e90cfe9de3a9193d0da0951d5fd061c,b6f982167eb0b89acb60c04b102cd417,Biden signs reauthorization of surveillance program into law despite privacy concerns,Marjorie Taylor Greene Slams ‘New MAGA’ Over FISA,npr,newsweek,REDACTED,REDACTED,1,-1,-1,1,5903,5804,99,4.0
63,foreign_intelligence,f95fae4471bb545b1609f631729e1981,17,fe84dbfbc285420784e898ef5e510b6a,aea2c3bcda043fbbe7e3ca4dca2cd210,"Congress passes another short-term FISA extension, hours before deadline",US Congress extends controversial surveillance power under FISA for 10 days,cbsnews,aljazeera,REDACTED,REDACTED,1,-1,-1,1,2325,2458,133,4.0
64,foreign_intelligence,a80c586295a9e946d5e90b3fdb9dab9f,18,3d5532407dd39b903ba15dfca44389ef,82e6eedbc81bb864f972790832dfba31,House passes FISA extension ahead of Thursday deadline,What is the Fisa law Trump wants extended and why are lawmakers resisting?,cbsnews,bbc,REDACTED,REDACTED,1,-1,-1,1,4213,4408,195,4.0
65,foreign_intelligence,7de122b3c78c37d0ffe3a5e03c84805e,19,2ae42b5663c7b8a7bdb3a87bae6486f9,e7c5d90fc5ded5b2f1006b1e324d1999,Senate passes short-term extension of surveillance law – as it happened,Trump officials fail to win over GOP skeptics on FISA,theguardian,axios,REDACTED,REDACTED,1,-1,-1,1,564,357,207,4.0
66,govt_shutdown,07792864be5d297f02a525fe4763ab86,1,cc4b7df9ee256f811c6d782632731125,596b69607d860ea667fa43e87c910e6d,Sen. Thune pushes for military pay bill amid third longest government shutdown,Explainer: What do Democrats and Republicans want in the US government shutdown fight?,thenationaldesk,reuters,REDACTED,REDACTED,1,-1,-2,1,2576,2569,7,5.0
67,govt_shutdown,4b7b4a06133ac5c09068a0697b15cad2,2,f487b6da402379f57ec48cf2c7c51cbb,a98fc68dbcd96108f4fc070b07fea8ce,Government shutdown hits DHS after Democrats blow up bipartisan funding deal over immigration uproar,What's behind the health care fight that led to the government shutdown,foxnews,npr,REDACTED,REDACTED,2,-1,-1,1,4519,4475,44,5.0
68,govt_shutdown,0fc6d4e931bb7a92cf4889154d48d2f1,3,4f937667b7d0863581cd2e0c24963cb8,6f028680b3958f4b31b306a6e78243e6,Government shutdown appears inevitable after Senate sinks competing funding proposals as deadline looms,"Government Shutdown 2025: RIFs, Layoffs, And The Toll On Black Federal Workers And Their Communities",cnn,forbes,REDACTED,REDACTED,1,-1,-1,2,6023,6131,108,5.0
69,govt_shutdown,2057a1cdd770ac9ca0b941247a149cec,4,865108b421cdc366062463c8a76f0527,db3570298dd2ef02846c64ec47f7465e,Trump plans for ‘thousands’ of federal firings on government shutdown day 2  — and they could be permanent,Judge indefinitely halts shutdown layoffs noting human toll,nypost,npr,REDACTED,REDACTED,1,-1,-2,1,5675,5796,121,5.0
70,govt_shutdown,648d609a2d781161f22baf083631472b,5,299fcbc1ac0d8e7386f1f4a063367da4,0c76dfa8d2384c6768d7006ca7b9e715,"Trump signs funding bill to end historic, 43-day government shutdown",Democrats Were Winning the Shutdown. Why Did They Fold?,nypost,nytimes,REDACTED,REDACTED,1,-1,-2,1,7106,7368,262,5.0
71,govt_shutdown,9f8b05af975e8861796e53e9a4b972c9,6,bf300f66296fde6e44af504c86780a84,2d9ff8a4f48be9c2d964b61f3ef1ca92,Government enters longest full shutdown in US history with no end in sight,Top House Dem fires back at Trump's 'unhinged' shutdown remarks amid collapse of gov funding talks,foxnews,foxnews,REDACTED,REDACTED,1,-1,-1,1,4131,4163,32,4.0
72,govt_shutdown,7c7f551a284732d148592025bbd5d7da,7,c33e7f5848ae8ba0ac677afca367b281,87b234514f2ce443a334600b4006f4a9,House Democrats' government funding proposal goes down in flames with shutdown deadline in hours,SNAP recipients warned of food stamp cuts starting next week thanks to government shutdown,foxnews,nypost,REDACTED,REDACTED,1,-1,-1,1,2877,2958,81,4.0
