,article_id,event,slant,title,body,url,source
13,2148f29482774bb978abf7e5f45d03dd,bad_bunny,center,Did Bad Bunny lip sync during the Super Bowl halftime show?,REDACTED,https://thehill.com/homenews/nexstar_media_wire/5728932-is-bad-bunny-lip-syncing-during-the-super-bowl-halftime-show-look-for-these-clues/,thehill
14,618d1152458b5f5345ffcb0aea109f85,bad_bunny,center,5 takeaways from Bad Bunny’s Super Bowl halftime performance,REDACTED,https://thehill.com/blogs/in-the-know/5729123-bad-bunny-super-bowl-halftime/,thehill
15,0d053cad21ef8ca8a399e9a8e708dded,bad_bunny,center,Bad Bunny makes history as Trump criticises 'terrible' Super Bowl show,REDACTED,https://www.bbc.com/news/articles/c394g7nnzmzo,bbc
16,c7d67d077aba592b9577066660c15767,bad_bunny,center,"Soft Power, Performed. Bad Bunny’s Super Bowl Power Play",REDACTED,https://www.forbes.com/sites/pennyabeywardena/2026/02/10/soft-power-performed-bad-bunnys-super-bowl-power-play/,forbes
17,e85aa4cb7c86bd87443daa2fa619c814,bad_bunny,center,"Bad Bunny steers clear of politics, Trump rages after Super Bowl halftime show",REDACTED,https://thehill.com/homenews/5727171-bad-bunny-super-bowl-donald-trump/,thehill
18,73479abd149f8178ffc0ceeb84b99760,bad_bunny,center,Bad Bunny’s halftime show: Why did he perform on a utility pole?,REDACTED,https://thehill.com/blogs/in-the-know/5729747-super-bowl-bad-bunny-halftime-show-puerto-rico/,thehill
19,0403bfe08cbac224d4e1664ea5d85d86,bad_bunny,center,Bad Bunny Uses Joy to Put Out Political Firestorm at Super Bowl Halftime,REDACTED,https://www.wsj.com/arts-culture/music/bad-bunny-uses-joy-to-put-out-political-firestorm-at-super-bowl-halftime-6df796e7,wsj
20,ad8723b16a9a8bd71b1af55de7086fe0,bad_bunny,center,Bad Bunny takes the stage at the Super Bowl. He faces a polarized America.,REDACTED,https://www.csmonitor.com/World/Americas/2026/0207/bad-bunny-trump-super-bowl-kid-rock,csmonitor
21,54cb62221064477e40448defa8b19a80,bad_bunny,center,Bad Bunny’s Puerto Rico flag had a special meaning. Did you notice?,REDACTED,https://thehill.com/homenews/nexstar_media_wire/5729905-bad-bunnys-puerto-rico-flag-had-a-special-meaning-did-you-notice/,thehill
22,07c36c415cc0640e4cacb0659e2e51c2,bad_bunny,center,Beyond Bad Bunny: Who else is performing at Super Bowl LX?,REDACTED,https://thehill.com/blogs/in-the-know/5720687-beyond-bad-bunny-who-else-is-performing-at-super-bowl-lx/,thehill
23,f329bbb4ac851ac8f75b5bb454214bfd,bad_bunny,center,"Johnson says Bad Bunny ‘terrible decision’ for Super Bowl, suggests Lee Greenwood",REDACTED,https://thehill.com/blogs/in-the-know/5544018-bad-bunny-super-bowl-mike-johnson/,thehill
24,ba95faa45a5c30a47461c68b77160c22,bad_bunny,center,Bad Bunny To Be First Latin Male Artist To Headline Super Bowl LX In 2026,REDACTED,https://www.forbes.com/sites/dougmelville/2025/09/29/bad-bunny-to-be-first-latin-male-artist-to-headline-super-bowl-lx-in-2026/,forbes
25,cab95c595351547a8edc911dab2c9a6b,bad_bunny,center,Could Bad Bunny set off political fireworks at the Super Bowl half-time show?,REDACTED,https://www.bbc.com/news/articles/cd0y18g8g7ro,bbc
26,f4975cb91b68a61189c8d6c2953c5631,bad_bunny,center,"Americans divided on Bad Bunny Super Bowl performance, new poll shows",REDACTED,https://thehill.com/homenews/media/5575006-bad-bunny-super-bowl-halftime-performance-poll/,thehill
27,ee37c15cb03039cb724482a5a1887d1f,bad_bunny,center,Carlos Santana hits back at rumor he opposed Bad Bunny Super Bowl show,REDACTED,https://thehill.com/homenews/5555816-carlos-santana-hits-back-at-rumor-he-opposed-bad-bunny-super-bowl-show/,thehill
28,da4ab9da3956d8b66619acfde7d3c7b9,bad_bunny,center,Super Bowl LX Ratings: 2nd Most-Watched Game Ever; Bad Bunny Draws 128.2 Million,REDACTED,https://www.forbes.com/sites/maurybrown/2026/02/10/super-bowl-lx-viewership-second-highest-all-time-bad-bunny-has-1282m-viewers/,forbes
29,aff9a1e958f956fd62b07d140b065cad,bad_bunny,center,Celebrities And Media React To Bad Bunny’s Super Bowl Halftime Show,REDACTED,https://www.forbes.com/sites/laurasirikul/2026/02/09/celebrities-and-media-react-to-bad-bunnys-super-bowl-halftime-show/,forbes
30,bfa1277e9b837797e1653e7e5106c6a3,bad_bunny,center,Bad Bunny Steals The Show At The Super Bowl With A Culture-Defining Performance,REDACTED,https://www.forbes.com/sites/oliviashalhoup/2026/02/08/bad-bunny-steals-the-show-at-the-super-bowl-with-a-culture-defining-performance/,forbes
31,8a082e47290d333d27a55afd061aa1c0,bad_bunny,center,Every Song At Bad Bunny’s NFL Super Bowl 2026 Halftime Show: Meaning And Context,REDACTED,https://www.forbes.com/sites/hannahabraham/2026/02/08/every-song-at-bad-bunnys-nfl-super-bowl-2026-halftime-show/,forbes
32,96a5669c00bdf348121a9fe16a90ceab,bad_bunny,center,These Bad Bunny-Inspired Cocktails Are Perfect For Your Super Bowl Party,REDACTED,https://www.forbes.com/sites/carleyrojasavila/2026/02/02/these-bad-bunny-inspired-cocktails-are-perfect-for-your-super-bowl-party/,forbes
33,e26333358a0092b8a7bc8d54bd840525,bad_bunny,center,Bad Bunny to perform Super Bowl LX halftime show,REDACTED,https://www.reuters.com/sports/bad-bunny-perform-super-bowl-lx-halftime-show--flm-2025-09-29/,reuters
34,2c7dc3c0f9d006128625c8f6b9194193,bad_bunny,center,"Super Bowl featuring Bad Bunny halftime show draws 2,300+ FCC complaints",REDACTED,https://thehill.com/blogs/in-the-know/5874913-bad-bunny-super-bowl-halftime-show-fcc-complaints/,thehill
35,9615218a09a0a9bb0848250427533968,bad_bunny,center,Bad Bunny revealed as Super Bowl half-time show performer,REDACTED,https://www.bbc.com/news/articles/c9wdqrv00k0o,bbc
36,1e3b9e372562b06fbbf353819284a6b8,bad_bunny,center,What Did Bad Bunny Say At The Super Bowl Halftime Show? Every Word He Spoke In English And Spanish,REDACTED,https://www.forbes.com/sites/hannahabraham/2026/02/08/what-did-bad-bunny-say-at-the-super-bowl-halftime-show-every-word-he-spoke-in-english-and-spanish/,forbes
37,275556aa40dcb46373f6e28a9c8ec9d0,bad_bunny,center,Bad Bunny Headlining Super Bowl Signals A New Era In Marketing,REDACTED,https://www.forbes.com/sites/soniathompson/2025/09/29/bad-bunny-headlining-super-bowl-signals-a-new-era-in-marketing/,forbes
38,804225592eceb35b396ba7d276511c33,bad_bunny,center,How Bad Bunny's Super Bowl Halftime Performance Celebrates America,REDACTED,https://www.forbes.com/sites/laurasirikul/2026/02/08/how-bad-bunnys-super-bowl-halftime-performance-celebrates-america/,forbes
39,26cc99e90712490c0f29a1bbd1e96586,bad_bunny,center,4 things to know about the Super Bowl Halftime Show featuring Bad Bunny,REDACTED,https://thehill.com/homenews/nexstar_media_wire/5718798-4-things-to-know-about-the-super-bowl-halftime-show-featuring-bad-bunny/,thehill
40,9bc9091f72d272fab37e2398d3e918cd,bad_bunny,center,"Instead Of Seattle Seahawks And New England Patriots, Bad Bunny Saved Super Bowl LX",REDACTED,https://www.forbes.com/sites/terencemoore/2026/02/09/bad-bunny-saved-super-bowl-lx-instead-of-seattle-seahawks-and-new-england-patriots/,forbes
41,46f161df90f11a94cb8d18abf326be71,bad_bunny,center,"Celebrity appearances, controversial ads and other Super Bowl takeaways",REDACTED,https://www.bbc.com/news/articles/cg5n8lg2jrdo,bbc
42,7e6f328565e1a67543e8caa9fdd30985,bad_bunny,center,ICE officers to patrol Super Bowl over Bad Bunny halftime show?,REDACTED,https://thehill.com/opinion/lindseys-lens/5535358-bad-bunny-super-bowl-outrage/,thehill
43,98c696bb9c7834fc280dd851e73086c1,bad_bunny,center,Why Bad Bunny Won’t Get Paid For The Super Bowl Halftime Show,REDACTED,https://www.forbes.com/sites/mattcraig/2026/01/30/why-bad-bunny-wont-get-paid-for-the-super-bowl-halftime-show/,forbes
44,8b1302ecbc990cf053efdaec1f3b275a,bad_bunny,center,Did Bad Bunny burn the US flag - and other claims about his Super Bowl show,REDACTED,https://www.bbc.co.uk/bitesize/articles/zg4n239,bbc
45,31ec1b8e1f6c1b2a5bf63343d5f7a772,bad_bunny,center,LUMA Energy responds to Bad Bunny’s performance amid criticism over PR blackouts,REDACTED,https://thehill.com/policy/energy-environment/5731191-luma-energy-responds-to-bad-bunnys-performance-amid-criticism-over-pr-blackouts/,thehill
46,1b65a23c60df3d23acf5bd821e46282f,bad_bunny,center,"As a fellow Puerto Rican, Bad Bunny's Super Bowl show was personal",REDACTED,https://www.bbc.com/news/articles/cn71y2l51zno,bbc
47,f972547867b4fef155d08dcff36c44ab,bad_bunny,center,Bad Bunny wins five Latin Grammys ahead of Super Bowl,REDACTED,https://www.bbc.com/news/articles/cwy5z3gg45jo,bbc
48,9e455fd751fdf1b13afd632a1324fb7c,bad_bunny,center,Why Bad Bunny’s Super Bowl performance means big business for the NFL,REDACTED,https://www.newsnationnow.com/entertainment-news/why-bad-bunnys-super-bowl-performance-means-big-business-for-the-nfl/,newsnationnow
49,e45a1b82c8199a62823b7d973adee227,bad_bunny,center,NFL makes aggressive play call with Bad Bunny Super Bowl,REDACTED,https://thehill.com/homenews/media/5537599-bad-bunny-super-bowl-halftime-nfl-snl-trump-maga-republicans/,thehill
50,02d75967d16144d25d97761597ae0871,bad_bunny,right,Turning Point USA announces alternative Super Bowl LX halftime show after Bad Bunny selection,REDACTED,https://www.foxnews.com/sports/turning-point-usa-announces-alternative-super-bowl-lx-halftime-show-after-bad-bunny-selection,foxnews
51,543771f7f6721f72963b7c193e764fc6,bad_bunny,right,Bad Bunny revealed as Super Bowl 2026 halftime performer,REDACTED,https://nypost.com/2025/09/28/sports/bad-bunny-revealed-as-super-bowl-2026-halftime-performer/,nypost
52,97d5df05106f001fe66673af301e10cb,bad_bunny,right,Turning Point USA's patriotic Super Bowl alternative earns praise as millions tune in over Bad Bunny,REDACTED,https://www.foxnews.com/entertainment/turning-point-usas-patriotic-super-bowl-alternative-earns-praise-millions-tune-over-bad-bunny,foxnews
53,9f24597c138533e3e3b0dbc9480f8f31,bad_bunny,right,Bad Bunny’s Super Bowl halftime show blasted as ‘pornographic’ and ‘vulgar’ in wave of FCC complaints,REDACTED,https://nypost.com/2026/05/09/media/bad-bunnys-super-bowl-halftime-show-ripped-as-pornographic-in-fcc-complaints/,nypost
54,b9c480c67cd32c3f70769f953d0d0eb5,bad_bunny,right,"Trump adviser slams Bad Bunny Super Bowl halftime show pick, warns ICE agents are ‘everywhere’",REDACTED,https://nypost.com/2025/10/02/media/trump-advisor-slams-bad-bunny-super-bowl-halftime-show-pick-warns-ice-agents-are-everywhere/,nypost
55,cb7e65119adeab8c603dc586a19d5b82,bad_bunny,right,WWE star Logan Paul explains reason behind viral Bad Bunny reaction before Super Bowl,REDACTED,https://www.foxnews.com/sports/wwe-star-logan-paul-explains-reason-behind-viral-bad-bunny-reaction-before-super-bowl,foxnews
56,bceb3a62a72f4926c7a1a0178ae55d71,bad_bunny,right,Bad Bunny’s elaborate Super Bowl halftime stage shines — but music goes down the rabbit hole,REDACTED,https://nypost.com/2026/02/09/opinion/bad-bunnys-super-bowl-halftime-stage-shines-but-music-goes-down-rabbit-hole/,nypost
57,2e3c49abd82fa2b84b56e3d1e89e221b,bad_bunny,right,Trump slams ‘absolutely ridiculous’ decision to have Bad Bunny do Super Bowl halftime show,REDACTED,https://nypost.com/2025/10/07/sports/trump-slams-absolutely-ridiculous-bad-bunny-super-bowl-halftime-decision/,nypost
58,7c655ea903fcba079c011f039f205dea,bad_bunny,right,'I couldn't sleep': Bad Bunny says he's trying to 'take it easy' ahead of halftime show,REDACTED,https://thenationaldesk.com/news/americas-news-now/bad-bunny-exclusive-interview-to-air-on-apple-music-ahead-of-halftime-performance-football-super-bowl-nfl-big-game-politics-illegal-immigration-puerto-rican-latino-spanish-ice-protests-rallies-president-donald-trump-turning-point-usa,thenationaldesk
59,2175cfb19ed8294d8dae6fcba6bdc528,bad_bunny,right,Roger Goodell stands firm on Bad Bunny Super Bowl halftime show after Trump calls selection 'ridiculous',REDACTED,https://www.foxnews.com/sports/roger-goodell-stands-firm-bad-bunny-super-bowl-halftime-show-after-trump-calls-selection-ridiculous,foxnews
60,e6ede5d869e15b0b00a0285f257c43d0,bad_bunny,right,Bad Bunny revealed as 2026 Super Bowl Halftime performer,REDACTED,https://thenationaldesk.com/news/entertainment/bad-bunny-revealed-as-2026-super-bowl-halftime-performer,thenationaldesk
61,b6bef2a75c00dbd9d5c3f9e4944eb8fc,bad_bunny,right,Bad Bunny slammed for controversial Super Bowl halftime show decision that ‘encourages’ division,REDACTED,https://nypost.com/2026/02/09/us-news/bad-bunny-slammed-for-controversial-super-bowl-halftime-show-decision-that-encourages-division/,nypost
62,ccaac227be020fe5e66c203ea68b039b,bad_bunny,right,A Forgettable Half-Time Show at a Forgettable Super Bowl,REDACTED,https://www.nationalreview.com/corner/a-forgettable-half-time-show-at-a-forgettable-super-bowl/,nationalreview
63,bb120103e7b937909dc54b43b0522ad9,bad_bunny,right,"Bad Bunny's Super Bowl LX Halftime Show: Surprise cameos, setlist and message to America",REDACTED,https://thenationaldesk.com/news/entertainment/top-5-moments-from-bad-bunnys-super-bowl-lx-halftime-show,thenationaldesk
64,3ca2cf4f28513f2cec54d2bc7bf4893b,bad_bunny,right,Bad Bunny’s Halftime Show Is Not an ‘Issue’ Worth Debating,REDACTED,https://www.nationalreview.com/carnival-of-fools/bad-bunnys-half-time-show-is-not-an-issue-worth-debating/,nationalreview
65,2fff1b7f5b88503c530b89eaa81e927a,bad_bunny,right,"Bad Bunny to Reportedly Push 'Queer Icons' During Super Bowl, TPUSA Halftime Show Still On",REDACTED,https://cbn.com/news/entertainment/bad-bunny-reportedly-push-queer-icons-during-super-bowl-tpusa-halftime-show,cbn
66,25ecd5daee531909a6f0d5384cf22237,bad_bunny,right,ICE agents at the Super Bowl?: Politics and the NFL collide over Bad Bunny’s halftime show,REDACTED,https://thenationaldesk.com/news/americas-news-now/ice-agents-at-the-super-bowl-politics-and-the-nfl-collide-over-bad-bunnys-halftime-show-republicans-department-homeland-security,thenationaldesk
67,2706ff697838c33aa02a408e85c46532,bad_bunny,right,Bad Bunny to perform at Super Bowl LX halftime show,REDACTED,https://www.foxnews.com/sports/bad-bunny-perform-super-bowl-lx-halftime-show,foxnews
68,584b79b64a81cdd3d95350e4987f1508,bad_bunny,right,Trump slams Bad Bunny’s Super Bowl halftime show: ‘An affront to the Greatness of America’,REDACTED,https://nypost.com/2026/02/08/us-news/trump-slams-bad-bunnys-super-bowl-halftime-show/,nypost
69,59c7750c0266f48650740aa08fef327b,bad_bunny,right,Ex-ESPN star shares the 'disturbing' thing about Bad Bunny performing at Super Bowl LX,REDACTED,https://www.foxnews.com/sports/ex-espn-star-shares-disturbing-thing-about-bad-bunny-performing-super-bowl-lx,foxnews
70,8f04e6ee1a964b4f9531f6a4972ce891,bad_bunny,right,Danica Patrick goes off on NFL for Bad Bunny Super Bowl halftime show,REDACTED,https://nypost.com/2025/10/02/sports/danica-patrick-goes-off-on-nfl-for-bad-bunny-super-bowl-halftime-show/,nypost
71,aa600ab08b140cedbd87ca9f2441906a,bad_bunny,right,Bad Bunny and his Super Bowl halftime show just had a brush with the FCC: sources,REDACTED,https://nypost.com/2026/02/13/media/bad-bunny-super-bowl-halftime-show-just-had-a-brush-with-the-fcc-sources/,nypost
72,994cffcafe784ff14f1ecbbb3a31c690,bad_bunny,right,Couple shown during Bad Bunny's Super Bowl halftime show got legally married during the performance: reports,REDACTED,https://www.foxnews.com/sports/couple-shown-during-bad-bunnys-super-bowl-halftime-show-got-legally-married-during-performance-reports,foxnews
73,18a278246c5257ed6354dea16fcfb04f,bad_bunny,right,Singer seemingly takes swipe at Bad Bunny's Super Bowl LX halftime show: 'They need me',REDACTED,https://www.foxnews.com/sports/singer-seemingly-takes-swipe-bad-bunnys-super-bowl-lx-halftime-show-they-need-me,foxnews
74,8feaedf3e466b7c45927b883b67e400e,bad_bunny,right,"Trump advisor slams Bad Bunny Super Bowl halftime show pick, warns ICE agents are 'everywhere'",REDACTED,https://www.foxnews.com/media/trump-advisor-slams-bad-bunny-super-bowl-halftime-show-pick-warns-ice-agents-everywhere,foxnews
75,abe0342baa86a649e7ee31840704c953,bad_bunny,right,Brett Favre rips Bad Bunny as Super Bowl 2026 halftime choice,REDACTED,https://nypost.com/2025/11/12/sports/brett-favre-rips-bad-bunny-as-super-bowl-2026-halftime-choice/,nypost
76,b307c7551059a150e42097ee14531386,bad_bunny,right,Greene calls for English as official language after Bad Bunny urges fans to learn Spanish ahead of Super Bowl,REDACTED,https://www.foxnews.com/politics/greene-calls-english-official-language-after-bad-bunny-urges-fans-learn-spanish-ahead-super-bowl,foxnews
77,578c72a2b6ddc3ac8b56ce456bc85641,bad_bunny,right,Ex-NFL star wants Bad Bunny to 'unite people with music' during Super Bowl halftime show,REDACTED,https://www.foxnews.com/sports/ex-nfl-star-wants-bad-bunny-unite-people-music-during-super-bowl-halftime-show,foxnews
78,00a5d9b1ada8b2fd9ee60e64337259b7,bad_bunny,right,Bad Bunny wipes Instagram account after mixed Super Bowl performance reactions,REDACTED,https://www.foxnews.com/media/bad-bunny-wipes-instagram-account-after-mixed-super-bowl-performance-reactions,foxnews
79,3c8d0f10aea5928e012b6b2f37a518bc,bad_bunny,right,"Bad Bunny's Super Bowl halftime show ignites Trump's fury, divides viewers",REDACTED,https://www.foxnews.com/sports/bad-bunnys-super-bowl-halftime-show-ignites-trumps-fury-divides-viewers,foxnews
80,07260d4c99318abb5fbee8c727bbed59,bad_bunny,right,Lee Greenwood speaks out about being suggested to replace Bad Bunny for Super Bowl halftime show,REDACTED,https://nypost.com/2025/10/09/entertainment/lee-greenwood-speaks-out-about-replacing-bad-bunny-for-super-bowl-halftime-show/,nypost
81,f31d11e0d5166088b5c792b7b247f909,bad_bunny,right,Why Bad Bunny’s ‘God Bless America’ moment at the Super Bowl sparked controversy,REDACTED,https://www.foxnews.com/culture/why-bad-bunnys-god-bless-america-moment-super-bowl-sparked-controversy,foxnews
82,5ee65803b9d2b1ef5d8a0445c833c323,bad_bunny,right,Eric Dickerson goes on fiery Bad Bunny rant after controversial Super Bowl halftime choice,REDACTED,https://nypost.com/2025/10/08/sports/eric-dickerson-goes-on-bad-bunny-rant-over-super-bowl-halftime/,nypost
83,799bdab4a4fa2f3c5cf95f32e79efb72,bad_bunny,right,Trump blasts Bad Bunny's Super Bowl LX halftime show as 'an affront to America',REDACTED,https://thenationaldesk.com/news/americas-news-now/president-donald-trump-blasts-bad-bunnys-super-bowl-lx-halftime-show-as-an-affront-to-america-puerto-rican-spanish-language-backlash-culture-immigration-crackdown-benito-bowl-turning-point-usa,thenationaldesk
84,89c3d0ba84db2745c1a2626c966cbbec,bad_bunny,right,Some viewers absolutely slammed Bad Bunny’s Super Bowl halftime show and complained to the FCC,REDACTED,https://www.foxnews.com/outkick-sports/viewers-absolutely-slammed-bad-bunnys-super-bowl-halftime-show-complained-fcc,foxnews
85,17667b3383fa3e60cd8b398770619023,bad_bunny,right,"Trump tells The Post he’s skipping the Super Bowl, slams halftime performers Bad Bunny and Green Day: ‘I’m anti-them’",REDACTED,https://nypost.com/2026/01/24/us-news/trump-tells-the-post-hes-skipping-the-super-bowl-slams-halftime-performers-bad-bunny-and-green-day/,nypost
86,78bf12d142e9840f3f60acc387db034b,bad_bunny,right,Kid Rock Shares About Jesus as Millions Tune in to TPUSA's 'All American Halftime' Super Bowl Show,REDACTED,https://cbn.com/news/entertainment/kid-rock-shares-about-jesus-millions-tune-tpusas-all-american-halftime-super,cbn
87,96475cae9483a6d7aee2881a396affbd,bad_bunny,right,Bad Bunny's ICE comments resurface as NFL fans debate selection of Super Bowl LX halftime show performer,REDACTED,https://www.foxnews.com/sports/bad-bunnys-ice-comments-resurface-nfl-fans-debate-selection-super-bowl-lx-halftime-show-performer,foxnews
88,16db744d5a5a0ffe636e0bb131ec73b9,bad_bunny,right,Bad Bunny fans are mad over height requirement for his Super Bowl halftime show,REDACTED,https://thenationaldesk.com/news/entertainment/bad-bunny-fans-are-mad-over-height-requirement-for-his-super-bowl-halftime-show,thenationaldesk
89,8e6c5f91f93dbfa6d1d70728f7127906,bad_bunny,right,FBI chief Kash Patel’s girlfriend raves over Bad Bunny Super Bowl branding,REDACTED,https://thenationaldesk.com/news/americas-news-now/fbi-chief-kash-patels-girlfriend-raves-over-bad-bunny-super-bowl-branding-trump-administration-ice-out,thenationaldesk
90,18524a86b3e01251832ab8b86a9915d7,bad_bunny,right,ICE agents may patrol Super Bowl 2026 as Bad Bunny takes the halftime stage,REDACTED,https://thenationaldesk.com/news/americas-news-now/immigration-customs-enforcement-agents-may-patrol-super-bowl-2026-as-bad-bunny-takes-the-halftime-stage-california,thenationaldesk
91,0a296a9b79b4c1a5181f6937782a4cdc,bad_bunny,right,Logan Paul distances himself from brother after Bad Bunny Super Bowl boycott tweet,REDACTED,https://thenationaldesk.com/news/americas-news-now/logan-paul-distances-himself-from-brother-after-bad-bunny-super-bowl-boycott-tweet-puerto-rico-immigration-halftime-show-nfl-seahawks-patriots,thenationaldesk
92,b4c46abb38e6d90b462add8e32285496,bad_bunny,right,NFL confirms Bad Bunny will not be replaced for Super Bowl halftime show,REDACTED,https://thenationaldesk.com/news/americas-news-now/nfl-confirms-bad-bunny-will-not-be-replaced-for-halftime-show-ice-agents-immigration,thenationaldesk
93,6a48fc1a4db4f81eeb470c098b78e881,bad_bunny,right,"Trump to skip Super Bowl in California, criticizes performers Bad Bunny and Green Day",REDACTED,https://www.foxnews.com/politics/trump-skip-super-bowl-california-criticizes-performers-bad-bunny-green-day,foxnews
94,365ff51c79195200776d9f952a7d4d4d,bad_bunny,right,"Hypocrite Bad Bunny is a controversial choice for the Super Bowl, but the NFL only sees the dollar signs",REDACTED,https://nypost.com/2025/09/29/opinion/hypocrite-bad-bunny-is-a-controversial-choice-for-the-super-bowl-but-nfl-only-see-the-dollar-signs/,nypost
95,2b6526a38ef7eacfa9687ab007a027aa,bad_bunny,right,"2026 Super Bowl Bad Bunny halftime show betting odds: Guests, first song",REDACTED,https://nypost.com/2026/02/08/betting/2026-super-bowl-bad-bunny-halftime-show-betting-odds-guests-first-song/,nypost
96,18d412cfc1da3b5608a98e5b5f740e6b,bad_bunny,right,Bad Bunny's 2026 Super Bowl halftime show triggers polarizing reaction,REDACTED,https://thenationaldesk.com/news/americas-news-now/puerto-rican-musician-bad-bunnys-2026-national-football-league-nfl-super-bowl-seahawks-patriots-halftime-show-triggers-polarizing-reaction-latino-spanish-language-immigration-enforcement-president-trump-ice-homeland-security,thenationaldesk
97,85c72fe65fa96cda5a076b80ea04850f,bad_bunny,right,Bad Bunny to play Super Bowl 2026 halftime show at Levi’s Stadium. Get tickets,REDACTED,https://nypost.com/2025/09/29/ticket-sales/bad-bunny-super-bowl-2026-where-to-buy-tickets-best-prices/,nypost
98,5661928c76aabb5e181a5290a67cbe7c,bad_bunny,right,Bad Bunny Props for Super Bowl Halftime Show: What to Know About Puerto Rican Star,REDACTED,https://www.foxnews.com/sports/2026-super-bowl-halftime-show-what-know-about-bad-bunny-props-songs-more,foxnews
99,54a33c1d57b6e2015618e9796a651011,bad_bunny,right,Tommy Tuberville says Super Bowl is 'getting more and more woke' with Bad Bunny's halftime show,REDACTED,https://www.foxnews.com/sports/tommy-tuberville-says-super-bowl-getting-more-more-woke-bad-bunnys-halftime-show,foxnews
100,1c4e44e0a902e7ad97dc4af496cf2957,bad_bunny,left,"Approval of Bad Bunny Super Bowl show split along partisan lines, poll finds",REDACTED,https://www.politico.com/news/2025/10/27/poll-bad-bunny-super-bowl-show-00623638,politico
101,f62e2879de9b31c022db7791c3541667,bad_bunny,left,What to expect from Bad Bunny's Super Bowl halftime show,REDACTED,https://www.pbs.org/newshour/arts/what-to-expect-from-bad-bunnys-super-bowl-halftime-show,pbs
102,8b7c11dc1b6f668c49826cf2fab54489,bad_bunny,left,Was Bad Bunny paid for his Super Bowl halftime performance?,REDACTED,https://www.cbsnews.com/news/super-bowl-2026-halftime-show-bad-bunny-do-performers-get-paid/,cbsnews
103,c8c8caa8b5af44c381cc9f2e04a16eb7,bad_bunny,left,Trump Lashes Out at Bad Bunny's Historic Super Bowl Performance: 'One of the Worst Ever',REDACTED,https://time.com/7373048/trump-bad-bunny-super-bowl-performance-criticism/,time
